Question_No,Question,Acceptance,isPremium,Question_Link,Solution,Tags
2052, Minimum Cost to Separate Sentence Into Rows,49.50%,TRUE,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows/description,https://leetcode.com/problems/minimum-cost-to-separate-sentence-into-rows/solutions,Edge Case Intensive
2053, Kth Distinct String in an Array,82.10%,FALSE,https://leetcode.com/problems/kth-distinct-string-in-an-array/description,https://leetcode.com/problems/kth-distinct-string-in-an-array/solutions,Easy
2053, Kth Distinct String in an Array,82.10%,FALSE,https://leetcode.com/problems/kth-distinct-string-in-an-array/description,https://leetcode.com/problems/kth-distinct-string-in-an-array/solutions,MultiConcept
2054, Two Best Non-Overlapping Events,46.90%,FALSE,https://leetcode.com/problems/two-best-non-overlapping-events/description,https://leetcode.com/problems/two-best-non-overlapping-events/solutions,Edge Case Intensive
2055, Plates Between Candles,45.30%,FALSE,https://leetcode.com/problems/plates-between-candles/description,https://leetcode.com/problems/plates-between-candles/solutions,Edge Case Intensive
2056, Number of Valid Move Combinations On Chessboard,52.40%,FALSE,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/description,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/solutions,Hard
2057, Smallest Index With Equal Value,73.30%,FALSE,https://leetcode.com/problems/smallest-index-with-equal-value/description,https://leetcode.com/problems/smallest-index-with-equal-value/solutions,Easy
2058, Find the Minimum and Maximum Number of Nodes Between Critical Points,69.60%,FALSE,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/description,https://leetcode.com/problems/find-the-minimum-and-maximum-number-of-nodes-between-critical-points/solutions,Edge Case Intensive
2059, Minimum Operations to Convert Number,49.70%,FALSE,https://leetcode.com/problems/minimum-operations-to-convert-number/description,https://leetcode.com/problems/minimum-operations-to-convert-number/solutions,Edge Case Intensive
2060, Check if an Original String Exists Given Two Encoded Strings,43.90%,FALSE,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/description,https://leetcode.com/problems/check-if-an-original-string-exists-given-two-encoded-strings/solutions,Hard
2061, Number of Spaces Cleaning Robot Cleaned,62.50%,TRUE,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/description,https://leetcode.com/problems/number-of-spaces-cleaning-robot-cleaned/solutions,Edge Case Intensive
2062, Count Vowel Substrings of a String,68.40%,FALSE,https://leetcode.com/problems/count-vowel-substrings-of-a-string/description,https://leetcode.com/problems/count-vowel-substrings-of-a-string/solutions,Easy
2062, Count Vowel Substrings of a String,68.40%,FALSE,https://leetcode.com/problems/count-vowel-substrings-of-a-string/description,https://leetcode.com/problems/count-vowel-substrings-of-a-string/solutions,MultiConcept
2063, Vowels of All Substrings,54.20%,FALSE,https://leetcode.com/problems/vowels-of-all-substrings/description,https://leetcode.com/problems/vowels-of-all-substrings/solutions,Edge Case Intensive
2063, Vowels of All Substrings,54.20%,FALSE,https://leetcode.com/problems/vowels-of-all-substrings/description,https://leetcode.com/problems/vowels-of-all-substrings/solutions,MultiConcept
2064, Minimized Maximum of Products Distributed to Any Store,53.70%,FALSE,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/description,https://leetcode.com/problems/minimized-maximum-of-products-distributed-to-any-store/solutions,Edge Case Intensive
2065, Maximum Path Quality of a Graph,59.00%,FALSE,https://leetcode.com/problems/maximum-path-quality-of-a-graph/description,https://leetcode.com/problems/maximum-path-quality-of-a-graph/solutions,Hard
2066, Account Balance,82.00%,TRUE,https://leetcode.com/problems/account-balance/description,https://leetcode.com/problems/account-balance/solutions,Edge Case Intensive
2067, Number of Equal Count Substrings,46.30%,TRUE,https://leetcode.com/problems/number-of-equal-count-substrings/description,https://leetcode.com/problems/number-of-equal-count-substrings/solutions,Edge Case Intensive
2067, Number of Equal Count Substrings,46.30%,TRUE,https://leetcode.com/problems/number-of-equal-count-substrings/description,https://leetcode.com/problems/number-of-equal-count-substrings/solutions,MultiConcept
2068, Check Whether Two Strings are Almost Equivalent,64.00%,FALSE,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/description,https://leetcode.com/problems/check-whether-two-strings-are-almost-equivalent/solutions,Easy
2069, Walking Robot Simulation II,26.50%,FALSE,https://leetcode.com/problems/walking-robot-simulation-ii/description,https://leetcode.com/problems/walking-robot-simulation-ii/solutions,Tricky
2069, Walking Robot Simulation II,26.50%,FALSE,https://leetcode.com/problems/walking-robot-simulation-ii/description,https://leetcode.com/problems/walking-robot-simulation-ii/solutions,Optimization Required
2070, Most Beautiful Item for Each Query,49.80%,FALSE,https://leetcode.com/problems/most-beautiful-item-for-each-query/description,https://leetcode.com/problems/most-beautiful-item-for-each-query/solutions,Edge Case Intensive
2071, Maximum Number of Tasks You Can Assign,33.70%,FALSE,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/description,https://leetcode.com/problems/maximum-number-of-tasks-you-can-assign/solutions,Hard
2072, The Winner University,74.10%,TRUE,https://leetcode.com/problems/the-winner-university/description,https://leetcode.com/problems/the-winner-university/solutions,Easy
2073, Time Needed to Buy Tickets,69.90%,FALSE,https://leetcode.com/problems/time-needed-to-buy-tickets/description,https://leetcode.com/problems/time-needed-to-buy-tickets/solutions,Easy
2074, Reverse Nodes in Even Length Groups,58.80%,FALSE,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/description,https://leetcode.com/problems/reverse-nodes-in-even-length-groups/solutions,Edge Case Intensive
2075, Decode the Slanted Ciphertext,49.00%,FALSE,https://leetcode.com/problems/decode-the-slanted-ciphertext/description,https://leetcode.com/problems/decode-the-slanted-ciphertext/solutions,Edge Case Intensive
2076, Process Restricted Friend Requests,55.70%,FALSE,https://leetcode.com/problems/process-restricted-friend-requests/description,https://leetcode.com/problems/process-restricted-friend-requests/solutions,Hard
2077, Paths in Maze That Lead to Same Room,55.80%,TRUE,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/description,https://leetcode.com/problems/paths-in-maze-that-lead-to-same-room/solutions,Edge Case Intensive
2078, Two Furthest Houses With Different Colors,66.00%,FALSE,https://leetcode.com/problems/two-furthest-houses-with-different-colors/description,https://leetcode.com/problems/two-furthest-houses-with-different-colors/solutions,Easy
2079, Watering Plants,79.90%,FALSE,https://leetcode.com/problems/watering-plants/description,https://leetcode.com/problems/watering-plants/solutions,Edge Case Intensive
2080, Range Frequency Queries,40.50%,FALSE,https://leetcode.com/problems/range-frequency-queries/description,https://leetcode.com/problems/range-frequency-queries/solutions,Edge Case Intensive
2081, Sum of k-Mirror Numbers,42.40%,FALSE,https://leetcode.com/problems/sum-of-k-mirror-numbers/description,https://leetcode.com/problems/sum-of-k-mirror-numbers/solutions,Hard
2082, The Number of Rich Customers,77.30%,TRUE,https://leetcode.com/problems/the-number-of-rich-customers/description,https://leetcode.com/problems/the-number-of-rich-customers/solutions,Easy
2083, Substrings That Begin and End With the Same Letter,74.20%,TRUE,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/description,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/solutions,Edge Case Intensive
2083, Substrings That Begin and End With the Same Letter,74.20%,TRUE,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/description,https://leetcode.com/problems/substrings-that-begin-and-end-with-the-same-letter/solutions,MultiConcept
2084, Drop Type 1 Orders for Customers With Type 0 Orders,86.80%,TRUE,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders/description,https://leetcode.com/problems/drop-type-1-orders-for-customers-with-type-0-orders/solutions,Edge Case Intensive
2085, Count Common Words With One Occurrence,71.30%,FALSE,https://leetcode.com/problems/count-common-words-with-one-occurrence/description,https://leetcode.com/problems/count-common-words-with-one-occurrence/solutions,Easy
2086, Minimum Number of Food Buckets to Feed the Hamsters,46.90%,FALSE,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/description,https://leetcode.com/problems/minimum-number-of-food-buckets-to-feed-the-hamsters/solutions,Edge Case Intensive
2087, Minimum Cost Homecoming of a Robot in a Grid,51.10%,FALSE,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/description,https://leetcode.com/problems/minimum-cost-homecoming-of-a-robot-in-a-grid/solutions,Edge Case Intensive
2088, Count Fertile Pyramids in a Land,65.10%,FALSE,https://leetcode.com/problems/count-fertile-pyramids-in-a-land/description,https://leetcode.com/problems/count-fertile-pyramids-in-a-land/solutions,Hard
2089, Find Target Indices After Sorting Array,76.70%,FALSE,https://leetcode.com/problems/find-target-indices-after-sorting-array/description,https://leetcode.com/problems/find-target-indices-after-sorting-array/solutions,Easy
2089, Find Target Indices After Sorting Array,76.70%,FALSE,https://leetcode.com/problems/find-target-indices-after-sorting-array/description,https://leetcode.com/problems/find-target-indices-after-sorting-array/solutions,MultiConcept
2090, K Radius Subarray Averages,45.90%,FALSE,https://leetcode.com/problems/k-radius-subarray-averages/description,https://leetcode.com/problems/k-radius-subarray-averages/solutions,Edge Case Intensive
2091, Removing Minimum and Maximum From Array,55.00%,FALSE,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/description,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/solutions,Edge Case Intensive
2091, Removing Minimum and Maximum From Array,55.00%,FALSE,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/description,https://leetcode.com/problems/removing-minimum-and-maximum-from-array/solutions,MultiConcept
2092, Find All People With Secret,45.50%,FALSE,https://leetcode.com/problems/find-all-people-with-secret/description,https://leetcode.com/problems/find-all-people-with-secret/solutions,Hard
2093, Minimum Cost to Reach City With Discounts,59.80%,TRUE,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts/description,https://leetcode.com/problems/minimum-cost-to-reach-city-with-discounts/solutions,Edge Case Intensive
2094, Finding 3-Digit Even Numbers,61.40%,FALSE,https://leetcode.com/problems/finding-3-digit-even-numbers/description,https://leetcode.com/problems/finding-3-digit-even-numbers/solutions,Easy
2095, Delete the Middle Node of a Linked List,59.60%,FALSE,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/description,https://leetcode.com/problems/delete-the-middle-node-of-a-linked-list/solutions,Edge Case Intensive
2096, Step-By-Step Directions From a Binary Tree Node to Another,56.40%,FALSE,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/description,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/solutions,Edge Case Intensive
2097, Valid Arrangement of Pairs,44.50%,FALSE,https://leetcode.com/problems/valid-arrangement-of-pairs/description,https://leetcode.com/problems/valid-arrangement-of-pairs/solutions,Hard
2098, Subsequence of Size K With the Largest Even Sum,36.50%,TRUE,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum/description,https://leetcode.com/problems/subsequence-of-size-k-with-the-largest-even-sum/solutions,Tricky
2099, Find Subsequence of Length K With the Largest Sum,44.10%,FALSE,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/description,https://leetcode.com/problems/find-subsequence-of-length-k-with-the-largest-sum/solutions,Easy
